login,full_name,created_at,stargazers_count,watchers_count,language,has_projects,has_wiki,license_name
yandex,yandex/gixy,2017-03-15T01:02:40Z,8267,8267,Python,true,true,other
yandex,yandex/go-hasql,2020-08-19T09:56:00Z,135,135,Go,false,false,apache-2.0
yandex,yandex/handystats,2015-07-06T08:50:01Z,97,97,C++,true,true,other
yandex,yandex/i18n-utils,2023-09-12T00:46:26Z,1,1,TypeScript,true,true,apache-2.0
yandex,yandex/inet64_tcp,2015-07-30T14:37:45Z,32,32,Erlang,true,true,other
yandex,yandex/jsx-directives,2021-05-12T16:28:53Z,12,12,TypeScript,true,true,
yandex,yandex/libmastermind,2014-08-28T16:53:29Z,6,6,C++,true,true,gpl-2.0
yandex,yandex/localization-context-extension,2019-08-29T13:26:26Z,4,4,JavaScript,true,true,
yandex,yandex/mapkit-android-demo,2018-03-12T20:04:47Z,122,122,Kotlin,true,true,other
yandex,yandex/mapkit-flutter-demo,2024-04-18T09:14:08Z,6,6,Dart,true,true,other
yandex,yandex/mapkit-ios-demo,2018-03-12T20:04:26Z,85,85,Swift,true,true,other
yandex,yandex/mapsapi-area,2017-06-21T17:53:01Z,10,10,JavaScript,true,true,bsd-2-clause
yandex,yandex/mapsapi-codestyle,2014-06-04T16:09:34Z,213,213,JavaScript,true,false,other
yandex,yandex/mapsapi-demo-app,2024-06-11T07:34:15Z,2,2,TypeScript,true,false,other
yandex,yandex/mapsapi-examples,2014-08-12T12:13:19Z,53,53,JavaScript,true,true,other
yandex,yandex/mapsapi-examples-old,2015-06-22T15:56:49Z,0,0,HTML,true,true,other
yandex,yandex/mapsapi-heatmap,2014-08-14T11:19:18Z,78,78,JavaScript,true,true,bsd-2-clause
yandex,yandex/mapsapi-ios,2016-07-15T12:48:11Z,11,11,Objective-C,true,true,mpl-2.0
yandex,yandex/mapsapi-modules,2013-04-02T16:18:14Z,132,132,JavaScript,true,true,
yandex,yandex/mapsapi-pie-chart-clusterer,2014-11-05T15:35:37Z,31,31,JavaScript,true,true,mpl-2.0
yandex,yandex/mapsapi-polylabeler,2018-01-11T16:37:08Z,25,25,JavaScript,true,true,other
yandex,yandex/mapsapi-round-controls,2016-03-30T19:51:34Z,24,24,JavaScript,true,true,mpl-2.0
yandex,yandex/mastermind,2014-08-28T16:57:05Z,19,19,Python,true,true,gpl-2.0
yandex,yandex/mediastorage-proxy,2014-08-28T16:49:55Z,8,8,C++,true,true,gpl-2.0
yandex,yandex/metrica-tag,2023-01-10T14:21:07Z,257,257,TypeScript,false,false,other
yandex,yandex/midi2zmq,2014-10-16T12:30:40Z,1,1,JavaScript,true,false,mit
yandex,yandex/miniapp-example,2019-12-24T13:33:31Z,15,15,TypeScript,false,false,other
yandex,yandex/miniapp-example-backend,2020-04-30T08:56:39Z,10,10,TypeScript,false,false,other
yandex,yandex/minishard,2016-03-01T10:45:12Z,12,12,Erlang,true,true,bsd-3-clause
yandex,yandex/mlcup,2021-09-06T11:28:45Z,31,31,Jupyter Notebook,true,true,mit
yandex,yandex/mms,2014-02-14T16:41:15Z,76,76,C++,true,true,mit
yandex,yandex/mongoz,2016-08-23T10:27:17Z,32,32,C++,true,true,mit
yandex,yandex/mysync,2022-11-07T16:20:48Z,64,64,Go,true,true,other
yandex,yandex/NwSMTP,2010-10-22T11:24:26Z,71,71,Shell,true,true,gpl-2.0
yandex,yandex/odyssey,2018-05-28T14:57:51Z,3195,3195,C,true,true,bsd-3-clause
yandex,yandex/ofd,2017-05-22T10:00:33Z,49,49,Python,true,true,apache-2.0
yandex,yandex/opensourcestand,2014-10-30T05:36:02Z,5,5,JavaScript,true,true,gpl-3.0
yandex,yandex/opentsdb-flume,2016-02-29T08:53:22Z,9,9,Java,true,true,other
yandex,yandex/openvpn-python-plugin,2020-10-09T13:55:41Z,18,18,C,true,true,gpl-2.0
yandex,yandex/ozo,2017-10-10T19:24:45Z,227,227,C++,true,true,postgresql
yandex,yandex/pandora,2015-11-11T13:05:04Z,412,412,Go,true,true,other
yandex,yandex/pgcheck,2014-10-14T13:02:27Z,37,37,Go,true,true,other
yandex,yandex/pgconsul,2023-07-26T16:53:32Z,23,23,Python,true,true,other
yandex,yandex/pgmigrate,2016-10-02T15:36:29Z,627,627,Python,true,false,postgresql
yandex,yandex/php-http-signature,2020-04-09T21:08:45Z,5,5,PHP,true,true,mit
yandex,yandex/pire,2010-10-15T00:37:08Z,330,330,C++,true,true,other
yandex,yandex/pire_py,2017-02-06T13:51:31Z,1,1,Python,true,true,other
yandex,yandex/pogoda-home-assistant,2024-09-04T16:47:30Z,46,46,Python,true,true,other
yandex,yandex/porto,2015-08-27T07:39:46Z,399,399,C++,true,true,other
yandex,yandex/protoc-gen-crd,2024-07-03T07:43:00Z,11,11,Go,false,false,other
yandex,yandex/qemu,2019-10-03T09:31:41Z,4,4,,true,false,other
yandex,yandex/qmigen,2021-07-14T18:14:39Z,1,1,Go,true,false,other
yandex,yandex/rdsync,2023-10-10T10:25:04Z,22,22,Go,false,false,mit
yandex,yandex/rep,2015-04-13T18:32:24Z,688,688,Jupyter Notebook,true,true,other
yandex,yandex/rep-deployment,2016-04-27T15:02:24Z,3,3,Makefile,true,true,other
yandex,yandex/rep-tutorial,2016-04-27T15:01:04Z,3,3,Jupyter Notebook,true,true,other
yandex,yandex/research-optimization-of-decision-tree-evaluation,2021-04-27T12:10:21Z,4,4,C++,true,true,other
yandex,yandex/reselector,2018-01-29T23:22:49Z,44,44,JavaScript,true,true,other
yandex,yandex/reshadow,2018-10-03T04:19:39Z,363,363,JavaScript,true,false,other
yandex,yandex/root-2015-tasks,2015-06-01T11:01:45Z,34,34,Python,true,true,other
yandex,yandex/rtv,2022-02-01T11:34:21Z,62,62,JavaScript,true,true,mit
yandex,yandex/scout,2023-09-29T10:42:38Z,102,102,Kotlin,true,true,apache-2.0
yandex,yandex/sdch_module,2015-11-12T20:17:11Z,18,18,C++,true,true,mit
yandex,yandex/securitygym,2021-05-17T16:35:25Z,72,72,Python,true,true,mit
yandex,yandex/segnet-torch,2016-08-23T10:22:02Z,13,13,Jupyter Notebook,true,false,other
yandex,yandex/smart,2014-09-01T16:18:22Z,67,67,C,true,true,other
yandex,yandex/speechkitcloud,2014-08-25T16:17:10Z,89,89,JavaScript,true,true,apache-2.0
PHPTCloud,PHPTCloud/github-booster,2024-03-16T11:47:16Z,10,10,PHP,true,true,
PHPTCloud,PHPTCloud/is-day-off,2020-10-18T21:27:45Z,26,26,PHP,true,true,
PHPTCloud,PHPTCloud/jsend-symfony-bundle,2024-02-27T11:42:55Z,13,13,PHP,true,true,mit
PHPTCloud,PHPTCloud/microservices-template,2022-05-07T09:58:09Z,7,7,PHP,true,true,
PHPTCloud,PHPTCloud/password-entropy-validator,2024-03-08T22:50:07Z,11,11,PHP,true,true,mit
PHPTCloud,PHPTCloud/PHPTCloud,2024-02-25T10:48:02Z,8,8,,true,true,
PHPTCloud,PHPTCloud/telegram-api,2023-12-29T13:22:34Z,31,31,PHP,false,true,
tkhirianov,tkhirianov/2021_housework,2021-09-30T08:39:32Z,2,2,,true,true,gpl-3.0
tkhirianov,tkhirianov/ActionGame,2022-05-23T13:48:58Z,1,1,Python,true,true,gpl-3.0
tkhirianov,tkhirianov/bare_c_oop,2020-02-21T00:43:35Z,13,13,Makefile,true,true,gpl-3.0
tkhirianov,tkhirianov/brainhorn_presentation_2020,2020-02-29T07:14:17Z,4,4,Python,true,true,mit
tkhirianov,tkhirianov/cannon,2018-11-02T11:32:08Z,4,4,Python,true,true,gpl-3.0
tkhirianov,tkhirianov/course-site-python3,2022-03-28T09:33:41Z,0,0,,true,true,
tkhirianov,tkhirianov/cpp_1514_2020,2020-10-02T13:20:43Z,14,14,C++,true,true,gpl-3.0
tkhirianov,tkhirianov/cpp_lections_2017,2017-10-24T13:28:38Z,6,6,C++,true,true,gpl-3.0
tkhirianov,tkhirianov/crosses_and_zeroes,2021-11-11T08:33:36Z,3,3,Python,true,true,gpl-3.0
tkhirianov,tkhirianov/fibonacci_tdd_2021,2021-12-02T08:53:40Z,2,2,Python,true,true,gpl-3.0
tkhirianov,tkhirianov/foxford-vne-ege-2019-2020,2019-11-25T14:19:28Z,11,11,Python,true,true,gpl-3.0
tkhirianov,tkhirianov/foxford_2018,2018-11-19T13:45:06Z,3,3,Python,true,true,gpl-3.0
tkhirianov,tkhirianov/fox_class10,2015-11-11T15:55:22Z,2,2,,true,true,
tkhirianov,tkhirianov/fox_inf10_2016,2017-02-06T15:16:17Z,2,2,Python,true,true,gpl-3.0
tkhirianov,tkhirianov/fox_python_2016,2016-10-21T14:35:16Z,4,4,Python,true,true,gpl-3.0
tkhirianov,tkhirianov/ftsh_dagestan_7,2017-11-22T05:55:48Z,3,3,Python,true,true,gpl-3.0
tkhirianov,tkhirianov/games,2015-10-06T09:40:24Z,3,3,Python,true,true,
tkhirianov,tkhirianov/go_python,2016-05-27T14:04:12Z,7,7,Python,true,true,gpl-3.0
tkhirianov,tkhirianov/infa2021,2021-09-27T07:06:10Z,2,2,,true,true,gpl-3.0
tkhirianov,tkhirianov/kpk-foxford-2019,2019-09-11T15:42:35Z,4,4,Python,true,true,gpl-3.0
tkhirianov,tkhirianov/kpk2016,2016-07-05T14:24:40Z,15,15,Python,true,true,gpl-3.0
tkhirianov,tkhirianov/lab6,2015-10-06T05:53:43Z,1,1,Python,true,true,
tkhirianov,tkhirianov/lections,2015-11-16T15:37:17Z,6,6,TeX,true,true,gpl-3.0
tkhirianov,tkhirianov/lections_2019,2019-09-16T05:39:23Z,266,266,Python,true,true,gpl-3.0
tkhirianov,tkhirianov/lections_2020,2020-02-04T21:59:46Z,217,217,Python,true,true,other
tkhirianov,tkhirianov/lftsh_2016,2016-08-11T08:44:15Z,4,4,Python,true,true,gpl-3.0
tkhirianov,tkhirianov/MIPT_1_Py,2021-10-01T14:48:11Z,1,1,Python,true,true,
tkhirianov,tkhirianov/msu_supercomputing_academy,2016-06-27T13:16:28Z,4,4,C++,true,true,gpl-3.0
tkhirianov,tkhirianov/my_example_of_interf,2019-11-20T07:42:11Z,1,1,,true,true,
tkhirianov,tkhirianov/pascal,2012-11-12T16:20:23Z,1,1,Pascal,true,true,
tkhirianov,tkhirianov/pydatan,2021-02-18T10:38:46Z,128,128,Jupyter Notebook,true,true,agpl-3.0
tkhirianov,tkhirianov/pygame_examples,2019-02-15T16:18:55Z,5,5,Python,true,true,gpl-3.0
tkhirianov,tkhirianov/Tkinter-GUI-Application-Development-Blueprints-Second-Edition,2018-05-22T05:11:22Z,3,3,Python,true,true,mit
tkhirianov,tkhirianov/TopicNet,2020-02-26T09:41:36Z,1,1,,true,true,mit
tkhirianov,tkhirianov/wolfarab-0.0.5,2013-02-24T20:10:12Z,2,2,,true,true,
esokolov,esokolov/ml-course-hse,2016-09-04T15:36:26Z,2986,2986,Jupyter Notebook,true,true,
esokolov,esokolov/ml-course-msu,2015-09-11T08:51:24Z,873,873,Jupyter Notebook,true,true,
esokolov,esokolov/ml-minor-hse,2016-01-17T12:11:47Z,72,72,Jupyter Notebook,true,true,
esokolov,esokolov/opt-microarray,2012-06-06T10:54:38Z,7,7,Matlab,true,true,
esokolov,esokolov/voronovo_seminar_materials,2018-01-26T09:24:29Z,6,6,Jupyter Notebook,true,true,
Good4lien,Good4lien/Blog,2019-08-13T01:41:19Z,72,72,JavaScript,true,true,
Good4lien,Good4lien/calculator,2022-04-02T14:08:25Z,58,58,C#,true,true,
Good4lien,Good4lien/cryptoParser,2023-03-02T05:49:00Z,24,24,Python,true,false,
Good4lien,Good4lien/Fibonacci,2023-03-01T19:26:31Z,56,56,Python,true,true,
Good4lien,Good4lien/Good4lien,2023-03-01T23:06:56Z,141,141,,true,true,
Good4lien,Good4lien/instagram-bot,2022-04-01T19:37:55Z,108,108,Python,true,true,
Good4lien,Good4lien/Metronome,2023-03-10T12:10:11Z,14,14,Python,true,true,
Good4lien,Good4lien/news_parser,2023-03-10T06:42:36Z,11,11,Python,true,true,
Good4lien,Good4lien/PC,2022-04-02T22:00:18Z,52,52,C#,true,true,
Good4lien,Good4lien/Polindrom,2023-03-01T19:32:35Z,50,50,Python,true,true,
Good4lien,Good4lien/Prime-numbers,2023-03-02T08:24:26Z,70,70,Python,true,true,
Good4lien,Good4lien/Python-ScreenShot,2023-03-02T08:16:09Z,72,72,Python,true,true,
Good4lien,Good4lien/SpaceX,2023-03-02T07:09:06Z,57,57,,true,true,
Good4lien,Good4lien/TextBot,2023-03-02T03:31:30Z,108,108,Python,true,true,
Good4lien,Good4lien/textToAudio,2023-03-05T02:50:19Z,53,53,Python,true,true,
Good4lien,Good4lien/tinderbot,2022-04-01T18:48:27Z,111,111,JavaScript,true,true,
Good4lien,Good4lien/Translater4books,2023-03-02T15:28:34Z,33,33,Python,true,false,
yandexdataschool,yandexdataschool/AgentNet,2016-02-28T16:42:28Z,301,301,Python,true,true,other
yandexdataschool,yandexdataschool/aleph2015,2015-08-21T21:02:22Z,0,0,HTML,true,true,
yandexdataschool,yandexdataschool/algorithms,2023-03-11T15:58:01Z,15,15,CSS,true,true,
yandexdataschool,yandexdataschool/anytask,2018-07-11T09:53:26Z,1,1,Python,true,true,mit
yandexdataschool,yandexdataschool/asml,2023-02-17T18:04:40Z,7,7,Jupyter Notebook,true,true,
yandexdataschool,yandexdataschool/CaloGAN,2017-10-09T17:21:50Z,6,6,Jupyter Notebook,true,true,other
yandexdataschool,yandexdataschool/cern-higgsml-baseline,2016-05-11T18:58:35Z,2,2,Jupyter Notebook,true,true,apache-2.0
yandexdataschool,yandexdataschool/cern_summer_school_2017,2017-07-31T15:57:32Z,2,2,Jupyter Notebook,true,true,apache-2.0
yandexdataschool,yandexdataschool/cms-dqm,2016-03-07T12:10:25Z,11,11,Jupyter Notebook,true,true,mit
yandexdataschool,yandexdataschool/comet-example-ci,2016-04-22T10:53:21Z,0,0,Jupyter Notebook,true,true,apache-2.0
yandexdataschool,yandexdataschool/comet-example-raw,2017-02-06T08:54:48Z,0,0,Jupyter Notebook,true,true,
yandexdataschool,yandexdataschool/Coursera-DL-env,2017-09-07T14:04:01Z,0,0,,true,true,
yandexdataschool,yandexdataschool/cpp0_course,2024-08-09T08:47:37Z,1,1,Python,true,true,
yandexdataschool,yandexdataschool/crayimage,2016-08-11T08:18:18Z,5,5,Python,true,true,mit
yandexdataschool,yandexdataschool/crowd_course,2024-03-11T17:58:35Z,1,1,Jupyter Notebook,true,true,
yandexdataschool,yandexdataschool/CSC_deeplearning,2017-01-31T21:08:50Z,25,25,Jupyter Notebook,true,true,
yandexdataschool,yandexdataschool/cuda_course,2024-08-09T15:13:56Z,4,4,Cuda,true,true,
yandexdataschool,yandexdataschool/darkmatter-2017,2017-11-06T03:17:59Z,4,4,Jupyter Notebook,true,true,mit
yandexdataschool,yandexdataschool/datanight2015-advanced-starterkit,2015-09-11T10:40:06Z,1,1,Python,true,true,
yandexdataschool,yandexdataschool/datanight2015-starterkit,2015-09-03T14:14:55Z,2,2,Python,true,true,
yandexdataschool,yandexdataschool/DataPopularity,2015-01-30T17:45:22Z,4,4,Jupyter Notebook,true,true,
yandexdataschool,yandexdataschool/deep_vision_and_graphics,2021-09-08T14:22:50Z,300,300,Jupyter Notebook,true,true,mit
yandexdataschool,yandexdataschool/dl-course-tensorflow,2017-02-08T14:00:47Z,4,4,,true,true,
yandexdataschool,yandexdataschool/dlatscale_draft,2021-02-15T11:31:45Z,7,7,Jupyter Notebook,true,true,unlicense
yandexdataschool,yandexdataschool/dqn_binder,2016-10-18T03:12:08Z,6,6,Jupyter Notebook,true,true,
yandexdataschool,yandexdataschool/dt,2017-04-17T19:06:49Z,5,5,Python,true,true,
yandexdataschool,yandexdataschool/dubna_dl,2015-12-07T09:07:19Z,0,0,Jupyter Notebook,true,true,
yandexdataschool,yandexdataschool/dubna_docker,2015-12-06T18:11:50Z,0,0,,true,true,
yandexdataschool,yandexdataschool/eScience-2016-everware,2016-10-04T23:21:47Z,1,1,CSS,true,true,
yandexdataschool,yandexdataschool/everware,2018-06-05T09:20:05Z,0,0,Python,true,true,bsd-3-clause
yandexdataschool,yandexdataschool/everware-base-image,2018-06-06T07:41:57Z,1,1,Python,true,true,
yandexdataschool,yandexdataschool/fastDIRC,2018-06-12T15:10:11Z,0,0,C++,false,false,
yandexdataschool,yandexdataschool/flavours-of-physics-start,2015-07-20T16:16:58Z,41,41,Python,true,true,
yandexdataschool,yandexdataschool/gird_simulator,2016-03-23T13:45:54Z,0,0,,true,true,
yandexdataschool,yandexdataschool/gotohack2,2016-12-09T14:04:36Z,0,0,Jupyter Notebook,true,true,
yandexdataschool,yandexdataschool/gumbel_dpg,2017-06-16T10:37:40Z,11,11,Jupyter Notebook,true,true,mit
yandexdataschool,yandexdataschool/gumbel_lstm,2016-12-23T20:11:40Z,30,30,Jupyter Notebook,true,true,mit
yandexdataschool,yandexdataschool/hep_ml,2015-10-25T21:12:19Z,3,3,Jupyter Notebook,true,true,other
yandexdataschool,yandexdataschool/hist_compare,2015-08-06T11:57:28Z,0,0,Python,true,true,
yandexdataschool,yandexdataschool/HSE-DataNight-StarterKit,2016-04-06T15:26:06Z,1,1,Jupyter Notebook,true,true,
yandexdataschool,yandexdataschool/HSE_schools_comet,2016-10-06T00:33:42Z,0,0,Jupyter Notebook,true,true,
yandexdataschool,yandexdataschool/IDAO-2019-muon-id,2018-11-05T22:49:57Z,24,24,Jupyter Notebook,true,true,apache-2.0
yandexdataschool,yandexdataschool/inverse-problem-intensive,2021-04-16T09:50:15Z,7,7,Jupyter Notebook,true,true,apache-2.0
yandexdataschool,yandexdataschool/KSfinder,2015-12-20T23:55:42Z,1,1,Jupyter Notebook,true,true,
yandexdataschool,yandexdataschool/LHCb-topo-trigger,2015-09-30T18:49:32Z,2,2,C++,true,true,apache-2.0
yandexdataschool,yandexdataschool/lhcbgan,2017-10-04T05:09:10Z,0,0,,true,true,
yandexdataschool,yandexdataschool/lilbert,2019-02-21T16:20:10Z,3,3,Jupyter Notebook,true,true,
yandexdataschool,yandexdataschool/linalg-everware,2017-09-14T13:56:09Z,0,0,JavaScript,true,true,
yandexdataschool,yandexdataschool/lsml-projects,2018-01-09T14:47:00Z,0,0,,true,true,
yandexdataschool,yandexdataschool/mamontov-lhc-display,2015-10-08T16:08:56Z,1,1,JavaScript,true,true,
yandexdataschool,yandexdataschool/manchester-cp-asymmetry-tutorial,2015-09-10T14:49:50Z,2,2,Jupyter Notebook,true,true,cc0-1.0
yandexdataschool,yandexdataschool/ML-Handbook,2021-06-29T07:28:23Z,5,5,JavaScript,true,true,
yandexdataschool,yandexdataschool/ML-Handbook-materials,2021-10-31T14:32:54Z,19,19,Jupyter Notebook,true,true,mit
yandexdataschool,yandexdataschool/ML-sWeights-experiments,2019-05-28T15:27:04Z,0,0,Jupyter Notebook,true,true,apache-2.0
yandexdataschool,yandexdataschool/ml-training-website,2016-04-11T20:49:45Z,43,43,HTML,true,true,
yandexdataschool,yandexdataschool/MLatGradDays,2017-03-24T13:13:00Z,47,47,Jupyter Notebook,true,true,
yandexdataschool,yandexdataschool/MLatImperial2016,2016-01-20T12:23:42Z,23,23,Jupyter Notebook,true,true,
yandexdataschool,yandexdataschool/MLatImperial2017,2017-01-13T19:07:22Z,81,81,Jupyter Notebook,true,true,
yandexdataschool,yandexdataschool/MLatImperial2018,2017-12-28T13:24:58Z,9,9,Jupyter Notebook,true,true,apache-2.0
yandexdataschool,yandexdataschool/MLatImperial2022,2022-01-14T11:24:10Z,5,5,Jupyter Notebook,true,true,
yandexdataschool,yandexdataschool/MLatMISiS2018,2018-11-12T16:05:45Z,3,3,Jupyter Notebook,true,true,
yandexdataschool,yandexdataschool/mlda,2016-04-28T00:15:25Z,3,3,Makefile,true,true,
yandexdataschool,yandexdataschool/MLHEP-2020-muon-id,2020-07-13T13:06:04Z,5,5,Jupyter Notebook,true,true,apache-2.0
yandexdataschool,yandexdataschool/mlhep-2021-baseline,2021-07-13T20:40:28Z,7,7,Python,true,true,apache-2.0
yandexdataschool,yandexdataschool/mlhep-course-2016,2016-09-22T08:30:25Z,5,5,Jupyter Notebook,true,true,
yandexdataschool,yandexdataschool/mlhep-course-2017,2017-09-06T13:41:10Z,5,5,Jupyter Notebook,true,true,apache-2.0
yandexdataschool,yandexdataschool/mlhep2015,2015-08-25T15:42:18Z,19,19,Shell,true,true,
yandexdataschool,yandexdataschool/mlhep2015_starterkit,2015-08-21T11:23:16Z,0,0,,true,true,mit
yandexdataschool,yandexdataschool/mlhep2016,2016-06-19T16:51:01Z,75,75,Jupyter Notebook,true,true,
yandexdataschool,yandexdataschool/mlhep2017,2017-07-15T06:23:37Z,26,26,Jupyter Notebook,true,true,
yandexdataschool,yandexdataschool/mlhep2018,2018-08-03T10:26:09Z,26,26,Jupyter Notebook,true,true,apache-2.0
yandexdataschool,yandexdataschool/mlhep2018-starterkit,2018-08-03T10:27:16Z,5,5,Jupyter Notebook,true,true,apache-2.0
yandexdataschool,yandexdataschool/mlhep2019,2019-06-21T11:07:05Z,45,45,Jupyter Notebook,true,true,mit
yandexdataschool,yandexdataschool/mlhep2020-assignments,2020-07-15T07:36:57Z,17,17,Jupyter Notebook,true,true,
yandexdataschool,yandexdataschool/MLHEP2020-black-box,2020-07-24T17:36:47Z,1,1,Jupyter Notebook,true,true,mit
yandexdataschool,yandexdataschool/modelgym,2017-06-10T22:09:03Z,17,17,Jupyter Notebook,true,true,apache-2.0
yandexdataschool,yandexdataschool/moseskit,2019-01-09T09:07:32Z,1,1,Ruby,true,true,
yandexdataschool,yandexdataschool/muon_shield_optimisation,2017-11-10T17:49:46Z,0,0,TeX,true,true,
yandexdataschool,yandexdataschool/nbgrader,2018-06-05T09:19:11Z,0,0,HTML,true,true,other
yandexdataschool,yandexdataschool/neurohack-2016-starterkit,2016-12-02T23:03:53Z,8,8,Jupyter Notebook,true,true,
yandexdataschool,yandexdataschool/neurohack-2016-winners,2016-12-12T10:15:53Z,5,5,Jupyter Notebook,true,true,
yandexdataschool,yandexdataschool/neurohack-base-image,2016-12-01T22:01:43Z,0,0,Shell,true,true,
yandexdataschool,yandexdataschool/nlp_course,2018-09-08T09:28:05Z,9774,9774,Jupyter Notebook,true,true,mit
yandexdataschool,yandexdataschool/OPERA-opendata,2018-06-16T16:57:35Z,0,0,Jupyter Notebook,true,true,
yandexdataschool,yandexdataschool/PID,2016-01-13T10:29:05Z,0,0,Jupyter Notebook,true,true,
yandexdataschool,yandexdataschool/Practical_DL,2016-09-15T10:43:08Z,1559,1559,Jupyter Notebook,true,true,mit
yandexdataschool,yandexdataschool/Practical_RL,2017-01-23T16:18:00Z,5900,5900,Jupyter Notebook,true,true,unlicense
yandexdataschool,yandexdataschool/PreciseGAN,2019-10-30T18:49:12Z,6,6,Python,true,true,
yandexdataschool,yandexdataschool/pyretina,2016-05-27T16:28:57Z,1,1,Python,true,true,apache-2.0
yandexdataschool,yandexdataschool/python_public,2018-09-12T15:25:12Z,42,42,Jupyter Notebook,true,true,
yandexdataschool,yandexdataschool/QuantileTransformerTF,2018-11-06T10:26:40Z,7,7,Python,true,true,apache-2.0
yandexdataschool,yandexdataschool/RAMP_HiggsML_starterkit,2016-05-03T12:55:52Z,0,0,Jupyter Notebook,true,true,apache-2.0
yandexdataschool,yandexdataschool/reproducible_analysis_course,2016-03-16T13:39:05Z,6,6,Jupyter Notebook,true,true,
yandexdataschool,yandexdataschool/reproducible_analysis_course_py3,2016-03-20T12:52:46Z,1,1,Jupyter Notebook,true,true,
yandexdataschool,yandexdataschool/REP_tutorial,2016-02-17T14:54:03Z,2,2,Jupyter Notebook,true,false,
yandexdataschool,yandexdataschool/retina,2015-01-08T23:02:01Z,0,0,C++,true,true,
yandexdataschool,yandexdataschool/Retina-gpu-manager,2015-08-11T13:45:40Z,0,0,C++,true,true,
yandexdataschool,yandexdataschool/roc_comparison,2017-09-07T10:36:39Z,144,144,Python,true,true,mit
yandexdataschool,yandexdataschool/satellite-collision-avoidance,2017-11-21T20:25:07Z,26,26,Python,true,true,
yandexdataschool,yandexdataschool/scikit-learn,2017-09-25T15:07:11Z,1,1,Python,true,true,other
mig1023,mig1023/autoform,2018-12-02T12:14:16Z,19,19,Perl,false,false,
mig1023,mig1023/autoform.net,2020-09-26T16:02:18Z,17,17,C#,true,true,
mig1023,mig1023/autoform2,2020-04-05T19:06:43Z,19,19,Perl,true,true,
mig1023,mig1023/autotest,2018-12-01T12:20:15Z,18,18,Perl,false,false,
mig1023,mig1023/csharp-through-game-examples,2021-12-09T15:23:53Z,22,22,C#,true,true,
mig1023,mig1023/fileshub,2018-12-01T12:15:24Z,19,19,Perl,false,false,
mig1023,mig1023/graphmath,2018-12-01T12:23:05Z,19,19,C#,false,false,
mig1023,mig1023/injection-eater,2019-12-15T18:24:04Z,33,33,C#,true,true,
mig1023,mig1023/interceptor,2018-12-01T12:32:16Z,40,40,C#,false,false,
mig1023,mig1023/interceraptor,2024-07-31T09:02:48Z,1,1,C#,true,true,
mig1023,mig1023/pseudoneural,2018-12-01T11:56:44Z,18,18,C++,false,false,
mig1023,mig1023/rear-gunner,2023-04-21T14:06:47Z,24,24,C#,false,false,
mig1023,mig1023/seeker,2020-06-11T19:00:02Z,87,87,C#,false,false,
mig1023,mig1023/seeker-xml-maui,2024-10-22T11:11:03Z,0,0,C#,true,true,
mig1023,mig1023/shilka,2018-12-03T18:13:50Z,38,38,C#,false,false,
mig1023,mig1023/system2,2024-06-15T11:10:54Z,2,2,HTML,true,true,
mig1023,mig1023/twitnews,2018-12-01T12:18:06Z,19,19,Perl,false,false,
mig1023,mig1023/velociraptor,2019-01-01T18:44:32Z,36,36,C#,false,false,
mig1023,mig1023/vms-export,2018-12-01T12:24:37Z,20,20,JavaScript,false,false,
mig1023,mig1023/vms-helper,2024-03-20T13:58:29Z,5,5,JavaScript,true,true,
mig1023,mig1023/warhammer-army-assembler,2019-08-31T20:03:25Z,64,64,C#,false,false,
coffinxp,coffinxp/coffinxp,2024-07-31T01:57:54Z,43,43,,true,true,
coffinxp,coffinxp/corsExploit,2024-08-03T12:10:11Z,31,31,HTML,true,true,
coffinxp,coffinxp/customBsqli,2024-09-07T04:38:07Z,74,74,Python,true,true,
coffinxp,coffinxp/gFpattren,2024-09-03T14:58:15Z,45,45,,true,true,
coffinxp,coffinxp/img-payloads,2024-08-03T13:10:00Z,69,69,,true,true,
coffinxp,coffinxp/LostXtools,2024-09-12T08:13:32Z,72,72,Python,true,true,
coffinxp,coffinxp/loxs,2024-09-13T06:44:56Z,331,331,Python,true,true,
coffinxp,coffinxp/nuclei-templates,2024-10-14T14:53:31Z,70,70,,true,true,
coffinxp,coffinxp/oneListForall,2024-08-03T13:01:33Z,49,49,,true,true,
coffinxp,coffinxp/payloads,2024-08-03T12:27:09Z,135,135,,true,true,
coffinxp,coffinxp/pdFExploits,2024-08-03T12:12:03Z,45,45,,true,true,
klen,klen/.vim,2009-06-01T22:36:52Z,39,39,Vim script,true,true,
klen,klen/adrest,2011-03-31T20:13:47Z,42,42,Python,true,true,lgpl-3.0
klen,klen/aio-apiclient,2020-07-09T12:42:52Z,2,2,Python,true,true,mit
klen,klen/aio-databases,2021-08-13T11:27:31Z,14,14,Python,true,true,
klen,klen/aio-peewee,2020-10-02T11:07:45Z,11,11,Python,true,true,mit
klen,klen/aio-rest,2020-07-10T15:20:24Z,0,0,Python,true,true,mit
klen,klen/aioauth-client,2015-04-08T10:58:01Z,141,141,Python,true,true,mit
klen,klen/aiohttp,2015-03-13T10:15:28Z,0,0,Python,true,true,apache-2.0
klen,klen/aiorest-client,2019-01-30T17:29:47Z,0,0,Python,true,true,mit
klen,klen/apps,2018-08-31T07:55:32Z,0,0,JavaScript,true,true,
